sample_id,price
100179,17.157120710395535
245611,12.494646430823781
146263,15.756627626695632
95658,8.831431318968615
36806,17.044259093294844
148239,4.956091340792291
92659,10.521685294894933
3780,15.477339936761513
196940,12.73592638388729
20472,7.7020765306493
121721,19.71910992574028
127336,4.051167297555701
20801,52.33818293321991
30103,8.277195256722724
68691,19.193688078117383
230703,15.078772587082867
3342,21.617540885486868
115635,14.522233974912963
221565,13.723848713905987
265927,19.531576533837786
290421,11.75797844750998
222203,5.335523279972279
40595,11.216619709338874
157931,13.52666816029369
41814,17.88890131568138
250478,42.20627780228294
130232,8.631675725735597
155825,17.468841993846894
42104,11.55155904105472
148748,56.26096550813883
247548,9.883577298611948
262167,18.267262827954664
100183,24.81399367348228
168985,4.867204700983566
18411,55.92236158118223
111287,9.168648114196149
156813,8.42387220577233
194861,4.002908068713918
104298,12.264987132833696
59033,20.62530622491872
31133,14.147382856465308
299318,3.1289736363151586
255038,6.605418661840306
220578,25.986658156641475
38995,9.482545867415467
253068,10.819918159738032
282143,15.957060438140411
226531,21.35882675726436
233215,41.52707573089747
33295,4.482637226867888
198185,19.12962593358495
238324,3.488099858190227
121672,16.29916829290548
21434,14.142779682731131
61747,11.986228557528996
270417,19.126971220972393
105202,10.631210641182701
202880,26.584983533435906
79564,19.729182250493768
251317,19.620834919967397
205434,14.365205130177012
15315,12.37617583641832
276163,14.796567287925612
245021,20.941172096390034
25664,19.524960534260387
90451,6.306376780420373
5215,11.993927422765733
68223,26.3114447439276
135447,21.527431218080952
58777,13.948158439419318
73979,18.89482616599247
173699,11.675316537516617
201120,13.694769742019615
64448,12.319272927461935
243239,18.465027380040326
280496,21.33216140290326
293812,5.194931415436856
35203,3.7926970473373087
31858,35.484644910843095
162188,6.158252092724553
193450,11.978642276999533
34991,13.750675096736478
232133,17.908579500414053
294874,2.135434558374058
160416,18.623687243406632
104466,11.510858952926998
284624,2.1892402725860682
19742,53.68562269586761
87611,19.923850114296847
227957,81.76301903227161
68427,10.749492806578
204601,19.30516417044553
107223,9.609482192787263
237588,19.61183272755877
1313,8.92036309590626
196900,10.701212637915955
22107,13.842798925182798
73030,6.178650044795546
181909,25.804202868988952
23045,13.55512849912263
142744,101.48522568487401
169122,15.708209098807556
239815,23.570654081282512
41952,16.75563219895547
227911,8.27632389799129
31484,12.444537576322857
252567,3.8737685700594615
225977,19.89172053066423
48243,10.456568759151793
201046,37.418838825028736
161001,43.283515473148704
292827,8.137385631389426
159584,10.421316374066052
281316,12.68759718648019
224188,7.516991545128553
281823,10.140038694033999
214851,24.697228357162416
67570,20.193534156390726
102740,14.263905154028896
11978,17.194258072683812
289925,9.231403083580624
40458,7.395932485163291
278700,24.89828343066235
38662,13.604422722910469
99886,13.764327599013633
172816,14.185950712410529
275563,7.034300710638289
26172,5.230182149179736
277062,7.9293245861335
82592,10.024877461511185
266300,9.812498555821648
202617,36.942129312502146
234007,16.304805836324356
78684,11.968415739947115
42824,10.727991116835813
128386,8.836467237594922
252965,8.866559925728216
277363,12.221420231823707
54646,16.567379615266216
149645,22.0682225014374
206564,13.323150598305753
29321,14.711125645751359
193776,8.828866894896283
60214,11.322338202640916
133606,12.761000988088211
