sample_id,price
100179,17.825911205501914
245611,12.608818672132674
146263,16.429192573045434
95658,7.848961335203979
36806,16.905346343735904
148239,5.203858908169954
92659,15.237327960487733
3780,16.280162718464005
196940,17.246263634166947
20472,8.049032620720464
121721,23.36496445335206
127336,5.675805002787348
20801,49.04175380223768
30103,8.99725555120203
68691,16.905828252086405
230703,15.244325946599641
3342,23.602159951123742
115635,14.143718314766977
221565,13.499166656825823
265927,16.5008361171677
290421,11.461863630265764
222203,6.044493093057746
40595,10.138475405286163
157931,17.341204030068017
41814,16.30667890343123
250478,32.260377869253155
130232,10.61630847402865
155825,10.425242208703258
42104,9.428033630288418
148748,54.93118694347271
247548,13.216504894803021
262167,18.200796129836903
100183,22.210642930864587
168985,5.548779589282274
18411,56.026777066988636
111287,7.414047611346633
156813,7.256805600201898
194861,4.333157537563812
104298,11.980635037377287
59033,19.365028392553654
31133,13.457344348076822
299318,3.4642832090360156
255038,8.832729857018087
220578,43.63598092316321
38995,10.613785872325177
253068,14.029518299452878
282143,15.084191095907732
226531,20.61777478609355
233215,37.822572364320926
33295,4.991152168345941
198185,23.44952768399878
238324,3.734190898621115
121672,15.888255503122245
21434,14.513412321316592
61747,13.939710935675338
270417,18.420934484220513
105202,11.338380276195315
202880,18.27036017044531
79564,15.463543792049583
251317,14.497081774701362
205434,12.954068808048314
15315,11.881681285788561
276163,10.659442246977074
245021,22.66121603776903
25664,18.405356854499107
90451,6.532153475441194
5215,10.467451853618265
68223,29.63856094668684
135447,17.96712997414979
58777,12.658557482053087
73979,15.205090720054892
173699,11.750290989582204
201120,15.87541948320744
64448,12.162689013939787
243239,17.626431001858155
280496,18.514588096526996
293812,4.300093043217903
35203,2.6634709420053406
31858,36.0136377664105
162188,5.406876863587121
193450,9.751853433949432
34991,12.462619521930531
232133,19.654957673739617
294874,2.078136213841855
160416,18.590318200110723
104466,11.0131096974059
284624,1.6670983221492626
19742,49.99622113417836
87611,25.69700441422883
227957,87.04734783761525
68427,10.708701065521247
204601,24.812012219934733
107223,9.711423256454545
237588,26.276843349495913
1313,7.24605919070089
196900,11.184791265283947
22107,10.456504938356654
73030,5.746224409926774
181909,26.191506468999144
23045,14.158325936645102
142744,81.2153504870209
169122,16.84411893910086
239815,19.87845523291522
41952,15.600962503859588
227911,6.232423729132285
31484,13.081941651488041
252567,4.708269277946567
225977,19.125673883934528
48243,10.67332359865231
201046,34.15719034546297
161001,32.0201240533786
292827,6.712259043487403
159584,9.918187106122094
281316,13.985267654986014
224188,7.271711869086149
281823,10.941399312229802
214851,28.15369968086553
67570,20.79133517011077
102740,15.259529926226692
11978,21.959350724512483
289925,11.269511371544233
40458,8.517296004633518
278700,23.131279645572388
38662,13.264831928637859
99886,10.754660393200863
